CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s JUN-97-24-B3 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,60.6,0.62,,17.42,,,,4.42,5.63,1.39,0.12,,2.13,3.72,0.32,2.41,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,7,,53,0,,,7.7,0,13,0,23,,,,,56,606,17,232,16.4,,,,,,,,1.2,,,,4.7,642,,,,,,,,,,,,,,,,1,,,,,,,,,12,,3.2,0.74,,,,,,,,,,,,,,,,,,,,,,,,,323872
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s JUN-97-24-B4 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,60.7,0.61,,17.48,,,,4.5,5.57,1.38,0.121,,2.05,3.76,0.34,2.45,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,6.9,,63,0,,,7.5,0,19,0,23,,,,,59,579,16,243,17.2,,,,,,,,1.5,,,,6,534,,,,,,,,,,,,,,,,1.3,,,,,,,,,12,,3.5,0.98,,,,,,,,,,,,,,,,,,,,,,,,,323873
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s JUN-97-24-B5 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,60,0.62,,17.12,,,,4.41,5.47,1.38,0.119,,2.04,3.79,0.32,2.83,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,6.5,,55,0,,,7.2,0,11,0,22,,,,,54,579,20,236,16.2,,,,,,,,1.2,,,,3.8,650,,,,,,,,,,,,,,,,1.02,,,,,,,,,12,,3.1,0.76,,,,,,,,,,,,,,,,,,,,,,,,,323874
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s JUN-97-24-B6 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,59.9,0.64,,17.23,,,,4.7,5.66,1.42,0.126,,2.05,3.25,0.32,3.08,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,,,,0,,104,,,,,,50,564,22,234,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323875
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s JUN-97-24-B7 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,60.4,0.65,,17.22,,,,4.47,5.48,1.45,0.12,,2.13,3.2,0.33,3.37,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,,,,0,,138,,,,,,61,538,20,234,,,,,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323876
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-3 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,58.9,0.85,,18.58,,,,5.68,6.53,2.15,0.119,,1.45,3.76,0.32,2.16,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,8.9,,78,0,,,11.5,0,10,0,23,,,,,45,573,0,196,15.3,,,,,,,,1.4,,,,6,380,20.8,48.5,6.1,24.4,4.83,1.69,4.98,0.65,3.36,0.64,1.84,0.24,1.43,0.23,1.4,0.9,,,,,,,,,11,,2.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,323877
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-4-B1 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,61.1,0.73,,17.56,,,,4.89,5.85,1.87,0.128,,2.1,3.53,0.35,1.35,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,,,,5,,82,,,,,,44,530,19,217,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323878
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-4-B2 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,60.7,0.72,,17.5,,,,4.74,5.77,1.82,0.126,,2.14,3.85,0.33,1.78,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,,,,6,,83,,,,,,45,548,19,217,,,,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323879
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-4-B3 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,59.1,0.72,,17.15,,,,4.76,6.01,1.82,0.121,,2.04,3.32,0.33,4.1,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,76,,,,,,39,559,22,218,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323880
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-8-B1 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,63.3,0.47,,17.36,,,,3.19,4.88,1.28,0.084,,2.29,3.41,0.27,3.12,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,,,,3,,104,,,,,,37,594,12,187,,,,,,,,,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323881
[10691],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA OLA COMPLEX / PACIFIC OCEAN,ALTIPLANO,-26.5,-26.5,-69,-69,SUBAERIAL,,,s OLA-99-8-B2 [10691],NOT GIVEN [10691],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10691] ,62.3,0.44,,16.76,,,,3.01,4.85,1.1,0.075,,2.3,4.68,0.25,3.9,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,,,,5,,84,,,,,,39,588,8,180,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323882
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / SIFON IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s SIFON [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,64.62,0.72,,16.2,,,,4.8,4.65,2.2,0.08,,3.43,3.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,300,22,144,13,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,324216
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CAJON IGNIMBRITE / PACIFIC OCEAN,,-22.75,-23.5,-67.5,-68.5,SUBAERIAL,,,s CAJON [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,65.94,0.66,,15.9,,,,4.7,4.27,1.98,0.08,,3.43,3.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,157,316,23,139,14,,,,,,,,,,,,,489,,,,,,,,,,,,,,,4.49,1.48,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,324217
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PURIPICAR IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s PURIPICAR [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,67.83,0.64,,15.34,,,,3.79,3.56,1.48,0.06,,3.94,3.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,5.29,,,,,,,,,165,347,20,156,14,,,,,,,,,,,,,709,,,,,,,,,,,,,,,5.1,1.27,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,324218
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ATANA IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s ATANA [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,68.28,0.54,,15.83,,,,3.25,3.61,1.17,0.07,,3.71,3.47,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,5.62,,,,,,,,,168,289,28,162,18,,,,,,,,,,,,,638,,,,,,,,,,,,,,,5.14,1.71,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,324219
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PELON IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s PELON [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,68.51,0.64,,15.86,,,,3.05,3.5,1.35,0.06,,3.53,3.56,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,312,19,141,13,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,324220
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ARTOLA IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s ARTOLA [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,71.61,0.35,,14.99,,,,2.13,2.65,0.78,0.05,,4.17,3.2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,155,259,17,168,13,,,,,,,,,,,,,939,,,,,,,,,,,,,,,5.87,1.28,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,324221
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / SIFON IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s SIFON [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [11139] ,69.71,0.55,,15.85,,,,3.74,3.17,0.77,0.08,,3.63,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,202,11,134,11,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,324222
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PURICO IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s PURICO [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [11139] ,77.72,0.14,,12.74,,,,0.55,0.92,0.07,0.03,,5.68,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,212,14,143,14,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,324223
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PURIPICAR IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s PURIPICAR [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [11139] ,78.06,0.11,,12.56,,,,0.34,0.98,0.04,0.04,,5.4,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,209,19,144,12,,,,,,,,,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,324224
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ATANA IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s ATANA [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [11139] ,77.65,0.1,,12.9,,,,0.3,1.05,0.06,0.03,,5.46,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,138,18,125,17,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,324225
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ARTOLA IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s ARTOLA [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [11139] ,77.45,0.1,,12.87,,,,0.29,0.78,0.03,0.03,,5.52,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,150,22,99,15,,,,,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,324226
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / SIFON IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s 84044-P [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,64.94,0.71,,16.09,,,,4.81,4.51,2.38,0.08,,3.5,2.8,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,283,22,148,13,,,,,,,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,324248
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CHIU CHIU IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s 83048 [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,64.47,0.73,,16.05,,,,4.74,4.69,2.17,0.06,,3.37,3.57,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,312,18,146,12,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,324249
[11139],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / UPPER RIO SAN PEDRO IGNIMBRITE / PACIFIC OCEAN,,-21.5,-23.5,-67.5,-68.5,SUBAERIAL,,,s 83086 [11139],NOT GIVEN [11139],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11139] ,64.91,0.78,,16.09,,,,4.85,4.59,1.92,0.09,,3.49,3.11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,292,20,152,14,,,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,324250
[10822],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PARINACOTA / AJATA FLOW / PACIFIC OCEAN,LOWER AJATA,-18.1833,-18.1833,-69.1667,-69.1667,SUBAERIAL,,,s PAR 219 [10822],ANDESITE [10822],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10822] ,56.66,1.4,,16.45,,8.39,0,,6.56,4.15,0.11,,2.27,4.14,0.42,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327450
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,POTRERILLOS,-32.833,-32.833,-65.833,-65.833,SUBAERIAL,,,s 03-16 [11135],TRACHYBASALT [11135],80000000 [11135],80000000 [11135],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11135] ,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327511
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,"S OF TUPIZA, ROAD TUPIZA-VILLAZON",-21.518,-21.518,-65.692,-65.692,SUBAERIAL,,,s 210900-2A [11135],TRACHYBASALT [11135],20000000 [11135],20000000 [11135],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11135] ,48.70027389,2.453850305,,16.99367701,,12.13688616,,,7.789192877,5.101157688,0.269821714,,1.140378565,4.581878163,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,39,,,64,25,321,405,21,,,,,12,450,25.8,236,86,,,,,,,,,,,,2.1,718,37.7,78.8,9.2,35.5,6.6,2.2,6.3,0.93,5.46,1.01,2.86,0.38,2.53,0.38,4.59,,,,,,,,,,20.69,,5.32,1.39,0.512708,,,0.7078,,18.52,,15.62,,38.63,,,,,,,,,,,,,,,327512
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,"S OF TUPIZA, ROAD TUPIZA-VILLAZON",-21.518,-21.518,-65.692,-65.692,SUBAERIAL,,,s 210900-04 [11135],TRACHYANDESITE [11135],20000000 [11135],20000000 [11135],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11135] ,58.10117493,0.999052981,,15.48532121,,6.660353207,,,8.096491867,1.98769916,0.16442747,,4.017025528,3.97539832,,,,,,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,58,,,49,21,56,88,21,,,,,146.66,1230,26.12,315,76,,,,,,,,,,,,8.99,819.48,87.91,156.04,15.87,54.83,8.47,2.28,6.56,0.92,5.19,0.98,2.7,0.39,2.51,0.36,3.16,,,,,,,,,,15.67,,16.94,5.33,0.512627,,,0.7056131,,18.9354,,15.6247,,39.019,,,,,,,,,,,,,,,327513
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,"S OF TUPIZA, ROAD TUPIZA-VILLAZON",-21.518,-21.518,-65.692,-65.692,SUBAERIAL,,,s 260900-66 [11135],DACITE [11135],20000000 [11135],20000000 [11135],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11135] ,64.48679303,0.756143667,,16.81908752,,4.128135697,,,3.882899913,1.961886272,9.81E-02,,3.218719665,4.240535431,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,28,,,110,0,34,78,22,,,,,153.26,1070,16.86,371,87,,,,,,,,,,,,39.04,1061.22,73.42,119.43,11.19,34.68,5.04,1.79,3.57,0.55,3.19,0.6,1.85,0.27,1.97,0.31,6.95,,,,,,,,,,25.73,,36.54,9.33,0.512504,,,0.7062781,,18.9882,,15.6252,,39.095,,,,,,,,,,,,,,,327514
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,"S OF TUPIZA, ROAD TUPIZA-VILLAZON",-21.518,-21.518,-65.692,-65.692,SUBAERIAL,,,s 02-55 [11135],TRACHYANDESITE [11135],20000000 [11135],20000000 [11135],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [11135] ,54.18260998,1.659514196,,15.95036256,,10.53844365,,,5.285077056,3.39301947,7.61E-02,,0.369955394,8.170729129,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,139,,,77,36,0,185,13,,,,,7.2443,66.3523,24.8737,169,36,,,,,,,,,,,,0.4404,40.5231,19.2314,49.5898,6.1031,23.3147,4.5684,1.3972,4.7693,0.7546,4.8401,0.9898,2.8536,0.3802,2.573,0.3794,3.8862,,,,,,,,,,20.718,,4.388,1.3981,0.51263,,,0.7093134,,18.5344,,15.6273,,38.6278,,,,,,,,,,,,,,,327515
[11135],CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / PACIFIC OCEAN,"S OF TUPIZA, ROAD TUPIZA-VILLAZON",-21.518,-21.518,-65.692,-65.692,SUBAERIAL,,,s 02-57 [11135],NOT GIVEN [11135],20000000 [11135],20000000 [11135],,,,,,,VOLCANIC ROCK,,,EXTENSIVELY ALTERED,,WHOLE_ROCK [11135] ,42.91845494,1.505085543,,14.3923805,,9.101064143,,,18.54312423,6.784643424,0.380974778,,0.105826327,5.926274325,,,,,,,,,,,,,,,,,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,139,,,30,32,0,355,13,,,,,3.6549,156.9916,21.4674,124,29,,,,,,,,,,,,2.6342,46.7209,24.26,68.0032,5.9271,23.1218,4.5345,1.4655,4.4661,0.6896,4.2069,0.784,2.313,0.3088,1.963,0.3037,3.6979,,,,,,,,,,16.5519,,3.3264,0.691,0.512676,,,0.7117943,,18.4401,,15.6255,,38.5476,,,,,,,,,,,,,,,327516
